Date (YYYYMMDD)	00:00	00:10	00:20	00:30	00:40	00:50	01:00	01:10	01:20	01:30	01:40	01:50	02:00	02:10	02:20	02:30	02:40	02:50	03:00	03:10	03:20	03:30	03:40	03:50	04:00	04:10	04:20	04:30	04:40	04:50	05:00	05:10	05:20	05:30	05:40	05:50	06:00	06:10	06:20	06:30	06:40	06:50	07:00	07:10	07:20	07:30	07:40	07:50	08:00	08:10	08:20	08:30	08:40	08:50	09:00	09:10	09:20	09:30	09:40	09:50	10:00	10:10	10:20	10:30	10:40	10:50	11:00	11:10	11:20	11:30	11:40	11:50	12:00	12:10	12:20	12:30	12:40	12:50	13:00	13:10	13:20	13:30	13:40	13:50	14:00	14:10	14:20	14:30	14:40	14:50	15:00	15:10	15:20	15:30	15:40	15:50	16:00	16:10	16:20	16:30	16:40	16:50	17:00	17:10	17:20	17:30	17:40	17:50	18:00	18:10	18:20	18:30	18:40	18:50	19:00	19:10	19:20	19:30	19:40	19:50	20:00	20:10	20:20	20:30	20:40	20:50	21:00	21:10	21:20	21:30	21:40	21:50	22:00	22:10	22:20	22:30	22:40	22:50	23:00	23:10	23:20	23:30	23:40	23:50
2017/05/15	2	2	0	2	10	2	0	8	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	10	12	0	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	16	18	6	26	10	10	2	2	0	2	2	0	0	0	0	0	2	8	2	2	2	2	0	8	2	12	4	6	6	12	4	4	6	6	2	2	2	2	2	6	12	6	4	2	6	2	0	8	8	0	0	0	0	0
2017/05/16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	5	3	4	2	1	5	3	0	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	13	4	0	0	0	0	0	0	0	1	1	1	1	0	8	0	0	0	0	0	4	0	0	6	0	0	1	1	1	1	0	2	6	6	3	7	3	3	2	12	14	4	4	12	4	6	0	2	0	0	0	0	2	2	4	2
2017/05/17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	0	6	2	0	15	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	5	4	0	0	4	4	0	4	0	0	5	5	4	0	0	1	5	7	2	6	0	3	1	0	3	1	0	0	4	16	22	2	10
2017/05/18	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	1	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	9	3	2	0	1	1	9	3	3	1	1	2	2	0	2	0	0	8	4	0	0	2	2	2	0	2	2	2	2	4	6	12	4	4	4	2	0	0	0	0	0	14	0	2	2	0
2017/05/19	10	2	0	10	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	1	5	5	13	3	0	4	1	1	0	0	0	0	0	8	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	10	0	0	0	0	2	0	2	0	1	5	5	1	0	0	0	4	0	0	0	6	10	2	3	13	12	4	0	5	5	12	8	10	10	7	3	7	5	13	8	2	14	6	2	6	0	4	0	0	4	6	4	0	0	8	0
2017/05/20	0	0	0	10	0	10	2	16	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	11	3	3	9	1	0	20	4	4	4	4	4	4	4	4	6	4	4	4	4	4	4	0	0	6	6	2	0	4	0	4	4	14	4	4	4	20
2017/05/21	16	0	6	4	4	4	4	20	4	4	4	4	4	12	4	4	4	0	4	4	0	0	0	16	16	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	12	4	0	0	0	2	2	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	14	2	0	16	16	16	6	0	0	0	0	4	0	2	0	16	2	4	4	0	0	0	0	4
2017/05/22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	0	2	2	6	7	7	1	0	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1	3	4	0	7	5	1	1	1	1	3	2	2	0	0	10	2	8	2	10	0	0	4	0	16	0	4	4	4	20	6	4	4	4	0	16	16	0	0	16	18	0	16	18	10	0
2017/05/23	0	0	0	0	0	0	2	2	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	1	0	0	1	1	3	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	3	2	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	1	1	1	1	0	0	0	8	10	9	12	15	3	3	4	6	4	6	2	0	0	2	6	8
2017/05/24	0	0	8	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	3	1	1	1	1	1	1	1	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	9	1	1	4	0	2	7	1	1	1	5	1	2
2017/05/25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	1	1	1	1	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	9	1	5	4	0	7	5	2	3	3	1	2	2	8	2	8	8	0	0	2	2	10	0	0	2	6	4	4	4	14	6	2	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/05/26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	15	1	9	9	6	6	1	1	1	0	0	0	4	0	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	8	2	0	0	0	0	4	5	1	3	4	0	0	0	1	1	1	1	0	16	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	1	5	4	4	6	4	6	6	5	5	5	7	2
2017/05/27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	6	4	4	4	6	8	2	18	0	16	18	0	22	4	22	18	4	4	10	4	6	6	12	14	12	12	4	12	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	0	8	10	0	2	2	2	6	2	0	0	0	0
2017/05/28	0	16	0	0	0	0	16	0	24	2	8	2	16	16	18	0	0	0	8	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	8	4	0	0	0	4	4	12	10	0	2	4	6	0	2	0	0	0	0	2	2	0	0	0	0	6	1	0	10	10	2	2	2	0	0	0	2	0	2	18	0	0	0	0	14	2	0	0	0	0	0	20	0	0	0	0	4	0	0	2	0	0	0	10	10	18	16	0	0	0
2017/05/29	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	7	0	0	1	3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	5	0	1	1	9	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	10	0	2	1	0	0	0	0	0	1	5	12	6	14	5	1	1	3	5	5	1	0	1	1	1	1	1	12	7	1	1	7	4	1	1	1	1	4	4	0	0	0	0	0	0	0	0	0	0
2017/05/30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	1	1	3	1	2	0	1	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	4	2	6	7	3	1	1	2	6	6	6	4	0	4	0	4	12	4	6	4	0	0	0	0	0
2017/05/31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	3	3	2	2	0	0	1	1	0	0	0	1	1	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	3	1	11	1
2017/06/01	0	0	0	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	1	12	12	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	0	0	0	0	5	5	5	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	1	5	1	0	0	0	0	3	1	1	1	7	4	4	4	4	4	6	12	6	4	4	2	2	0	4	4	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/06/02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	2	0	6	4	4	4	4	1	7	5	7	3	3	10	8	0	1	1	0	0	4	0	2	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	13	3	0	0	0	0	0	0	1	9	3	2	11	3	11	3	3	3	3	0	0	0	0	10	2	0	0	0	0	2	0	0	4	4	0	0	4	6	0	0	0	0	0	0	24	0	0	0	0	0	0	0	2	4	0	18	2
2017/06/03	10	18	0	18	18	2	2	2	2	0	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	3	0	10	0	2	3	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	4	5	5	5	7	3	7	7	7	1	0	0	0	2	0	0	1	1	1	3	3	3	2	2	2	0	4	12	6	4	6	4	4	4	4
2017/06/04	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	8	0	8	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	16	2	2	0	0	0	0	2	0	0	0	0	10	0	2	6	4	6	4	4	4	4	4	4	4	4	6	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	4	0	0	6	6	6	2
2017/06/05	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	1	2	14	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	2	0	2	2	1	9	1	3	10	0	10	0	0	4	1	3	0	0	2	4	6	2	12	4	1	1	4	5	5	1	0	0	7	1	9	1	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	3	1	0	0	1	1	4	2	6	4	3	3	5	1	4	4	0	0	0
2017/06/06	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	1	1	1	1	1	6	4	5	5	5	4	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	1	1	0	0	4	1	5	5	0	0	0	4	0	0	4	5	1	6	0	4	0	0	0	0	0	0	5	7	4	0	6	7	5	4	15	5	7	4	4	6	6	4	4	4	4	4	4	0	2	4	0	4	4	4	0	0	0	0	2	4	0	0	0	0	0	0	2	4	6	8	0	4	0
2017/06/07	6	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	1	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	4	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	3	5	13	5	3	1	1	0	2	0	0	1	1	0	8	0	1	1	6	8	2	2	3	3	11	3	0	10	2	2	0	4	4	12	0	0	0	0	0	0	0	0	0	0	0
2017/06/08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	7	1	1	1	0	0	3	1	0	0	0	0	0	0	0	0	2	0	2	4	4	0	4	5	5	0	0	6	4	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	6	2	3	7	2	3	11	1	4	12	4	4	6	0	0	2	0	10	0	6	2	0	2	0	0	0	0	6	4	0	6	4	4	6	4	2	0	2	2	0	0	2	2	0	0
2017/06/09	0	0	0	0	0	2	0	8	8	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	1	1	1	1	0	1	9	5	2	4	4	0	4	0	0	0	8	0	1	1	5	0	1	1	0	0	0	0	0	0	0	1	3	1	2	2	0	0	0	0	0	0	1	1	1	0	0	2	0	0	2	3	7	11	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/06/10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	12	2	0	0	0	0	14	0	0	2	0	4	0	0	0	0	12	0	0	0	0	4	0	4	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	4	12	4	4	4	4	4	6	14	0	12	4	0	0	0	0	0	0	0	0
2017/06/11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	10	0	4	14	0	0	0	0	0	0	2	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	1	1	9	8	0	0	0	0	4	0	0	0	4	4	4	5	4	5	7	13	5	4	4	6	13	5	7	13	5	5	1	1	0	5	1	1	1	0	0	0	0	0	0	0	1	5	8	0	2	0	8	2	0	0
2017/06/12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	1	4	4	5	5	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	2	0	2	0	0	1	1	1	0	4	0	0	6	0	0	1	1	0	0	6	2	4	6	5	5	4	2	0	0	2	0	0	4	0	1	1	1	5	0	4	0	0	1	7	3	1	1	2	2	6	0	4	0	0	0	4	2	12	0	12	12	0
2017/06/13	8	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	7	5	5	6	6	7	3	1	4	0	0	0	2	2	0	1	1	7	6	0	0	0	0	0	0	1	5	5	5	0	4	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	5	4	4	0	0	4	6	2	0	0	0	0	4	0	4	1	1	0	1	5	6	1	1	5	1	0	4	4	5	1	12	5	5	5	5	4	2	4	0	12	12	4	0	0	0	0
2017/06/14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	1	1	1	1	0	8	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	9	1	1	1	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	10	0	0	4	2	1	1	8	0	4	1	1	1	1	1	1	0	1	1	1	1	0	0	5	1	4	0	0	4	5	5	3	1	0	0	8	0	0	0
2017/06/15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	3	1	1	2	4	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	9	9	0	0	0	1	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	9	1	2	2	0	1	1	0	1	7	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2017/06/16	4	4	4	4	4	6	4	4	4	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	13	3	5	7	5	5	6	5	1	1	0	0	0	2	10	2	2	3	1	1	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	2	0	0	0	1	1	1	12	0	4	5	1	2	7	7	1	0	0	0	0	1	5	7	0	4	0	2	0	2	2	4	0	2	4	12	4	0	0	0	0	0	0	14	0	0	0	2	0	10	10	2	0
2017/06/17	2	2	2	10	0	2	8	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	7	0	0	0	3	3	1	0	8	12	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	1	1	1	3	3	2	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	8	0	0	0	8	0	10	2
2017/06/18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	16	16	16	16	0	0	8	0	0	0	0	2	0	2	0	0	0	0	0	2	10	8	2	0	0	0	0	0	2	0	2	8	16	0	0	0	0	0	2	2	0	0	4	4	4	0	16	4	4	28	2	6	0	4	14	4	4	4	0	4	12	4	4	4	4	4	4	12	0	0	0	0	4	0	0	0
2017/06/19	12	6	0	0	8	2	6	8	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	5	5	4	0	3	1	0	0	0	0	0	0	0	8	13	1	4	4	0	0	0	4	4	0	5	1	0	1	1	1	4	0	0	1	1	1	1	1	1	1	1	0	4	0	0	0	0	0	0	5	13	5	11	9	9	1	1	10	4	1	13	7	1	1	9	7	2	2	4	6	2	10	0	2	4	6	2	2	8	4	0	0	0	4	6	2	2	0	0	0	4	4	0	2	0	10
2017/06/20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	1	2	0	1	1	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	5	7	14	6	6	2	7	1	1	2	0	0	0	8	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	5	0	0	0	6	6	7	7	5	5	7	2	10	4	4	6	2	2	2	2	0	0	4	0	4	4	4	6	2	2	0	2	10	2	2	6	4	4	4	0	0	2	0	0
2017/06/21	0	0	0	0	0	2	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	2	3	1	1	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	2	2	2	2	3	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2017/06/22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	1	1	0	1	1	3	3	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	4	14	6	5	1	2	3	3	1	2	2	4	0	0	0	8	8	0	0	0	2	0	0	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/06/23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	6	2	0	0	18	0	10	0	0	1	1	3	1	9	1	1	3	1	1	1	0	0	0	0	0	0	0	0	1	3	2	0	0	0	2	0	0	2	1	1	1	0	0	0	0	0	0	5	5	11	5	5	4	0	0	2	0	2	8	0	0	2	2	2	0	10	2	0	4	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0
2017/06/24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	1	1	21	2	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	4	18	2	18	2	18	10	4	4	6	4	7	5	5	1	1	1	1	1	0	0	4	0	0	0	0	0	0	0	4	4
2017/06/25	0	0	0	6	4	4	4	4	4	6	4	4	4	6	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	1	5	0	3	1	3	0	2	0	0	1	1	11	2	2	1	1	1	1	1	0	1	1	0	1	9	1	1	9	3	1	1	0	0	0	0	1	1	3	1	1	1	1	0	0	0	2	8	11	5	5	1	3	4	1	1	1	1	1	1	1	7	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/06/26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	1	1	4	0	1	1	0	0	2	0	0	0	1	3	10	2	0	0	0	6	4	4	1	1	0	4	0	0	0	4	1	1	2	1	1	0	4	0	1	1	10	0	0	0	0	2	2	0	1	5	0	4	0	0	0	5	1	9	14	4	0	1	1	1	3	0	1	1	1	0	0	0	0	1	9	1	1	1	1	1	1	0	3	3	1	1	2	2	2	2	0	0	0	0	0
2017/06/27	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	1	1	0	0	1	1	1	0	0	0	0	0	0	2	1	1	5	0	0	0	4	0	0	0	5	5	5	1	1	9	11	1	0	0	0	0	0	0	1	1	9	0	0	0	0	0	0	0	1	1	1	3	3	3	4	4	0	1	5	5	5	4	4	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	4	6	8	0	0	0	0	0	0	0	0	0	0	0
2017/06/28	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	8	2	1	1	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	2	2	1	3	2	8	0	0	0	0	0	2	2	2	1	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	3	2	2	0	2	1	1	1	1	1	2	0	0	0	0	0	0	0	0
